日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'300751,迈为股份,170.0,173.7,169.99,171.82,171.86,-1.86,-1.0823,7.6934,1000139,172123236.41,8840000000.0,2210000000.0
2019-03-11,'300751,迈为股份,171.86,172.34,159.1,159.1,162.07,9.79,6.0406,8.8185,1146404,191708123.59,8936720000.0,2234180000.0
2019-03-08,'300751,迈为股份,162.07,172.66,162.07,170.71,174.0,-11.93,-6.8563,9.6134,1249744,209134142.85,8427640000.0,2106910000.0
2019-03-07,'300751,迈为股份,174.0,175.55,169.01,169.01,170.83,3.17,1.8556,10.883,1414785,244688622.78,9048000000.0,2262000000.0
2019-03-06,'300751,迈为股份,170.83,173.0,168.0,173.0,172.29,-1.46,-0.8474,9.0416,1175407,200433773.4,8883160000.0,2220790000.0
2019-03-05,'300751,迈为股份,172.29,175.4,167.31,171.1,172.86,-0.57,-0.3297,8.372,1088364,185572999.43,8959080000.0,2239770000.0
2019-03-04,'300751,迈为股份,172.86,175.13,165.0,167.53,166.81,6.05,3.6269,11.8235,1537055,261477600.26,8988720000.0,2247180000.0
2019-03-01,'300751,迈为股份,166.81,169.78,164.13,168.02,169.66,-2.85,-1.6798,8.8572,1151435,192862616.46,8674120000.0,2168530000.0
2019-02-28,'300751,迈为股份,169.66,173.29,160.02,162.0,166.93,2.73,1.6354,16.3486,2125313,353938601.94,8822320000.0,2205580000.0
2019-02-27,'300751,迈为股份,166.93,179.88,166.93,176.38,185.48,-18.55,-10.0011,23.1532,3009915,510624432.46,8680360000.0,2170090000.0
2019-02-26,'300751,迈为股份,185.48,188.0,185.48,185.48,206.09,-20.61,-10.0005,6.9677,905800,168069744.0,9644960000.0,2411240000.0
2019-02-25,'300751,迈为股份,206.09,206.09,187.07,188.98,187.35,18.74,10.0027,7.0926,922035,183183670.41,10716680000.0,2679170000.0
2019-02-22,'300751,迈为股份,187.35,189.48,179.01,181.16,182.89,4.46,2.4386,5.4367,706773,130039749.8,9742200000.0,2435550000.0
2019-02-21,'300751,迈为股份,182.89,183.2,173.46,174.0,175.5,7.39,4.2108,7.6668,996683,178371519.97,9510280000.0,2377570000.0
2019-02-20,'300751,迈为股份,175.5,176.1,170.0,174.99,176.1,-0.6,-0.3407,6.097,792608,137070196.12,9126000000.0,2281500000.0
