日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'603956,威派格,25.74,25.74,25.74,25.74,23.4,2.34,10.0,0.6475,275815,7099478.0,10964212974.0,1096423614.0
2019-03-11,'603956,威派格,23.4,23.4,23.4,23.4,21.27,2.13,10.0141,0.5352,227957,5334194.0,9967466340.0,996748740.0
2019-03-08,'603956,威派格,21.27,21.27,21.27,21.27,19.34,1.93,9.9793,1.8191,774849,16481038.0,9060171327.0,906019047.0
2019-03-07,'603956,威派格,19.34,19.34,19.34,19.34,17.58,1.76,10.0114,0.6259,266596,5155967.0,8238068334.0,823808574.0
2019-03-06,'603956,威派格,17.58,17.58,17.58,17.58,15.98,1.6,10.0125,0.6719,286192,5031255.0,7488378558.0,748839438.0
2019-03-05,'603956,威派格,15.98,15.98,15.98,15.98,14.53,1.45,9.9794,1.9421,827255,13219535.0,6806842398.0,680685678.0
2019-03-04,'603956,威派格,14.53,14.53,14.53,14.53,13.21,1.32,9.9924,0.2527,107635,1563937.0,6189200253.0,618921333.0
2019-03-01,'603956,威派格,13.21,13.21,13.21,13.21,12.01,1.2,9.9917,0.35,149095,1969545.0,5626932921.0,562694481.0
2019-02-28,'603956,威派格,12.01,12.01,12.01,12.01,10.92,1.09,9.9817,0.2285,97322,1168837.0,5115780801.0,511579161.0
2019-02-27,'603956,威派格,10.92,10.92,10.92,10.92,9.93,0.99,9.9698,0.1271,54134,591143.0,4651484292.0,465149412.0
2019-02-26,'603956,威派格,9.93,9.93,9.93,9.93,9.03,0.9,9.9668,0.0418,17792,176675.0,4229783793.0,422979273.0
2019-02-25,'603956,威派格,9.03,9.03,9.03,9.03,8.21,0.82,9.9878,0.0355,15121,136543.0,3846419703.0,384642783.0
2019-02-22,'603956,N威派格,8.21,8.21,6.84,6.84,5.7,2.51,44.0351,0.0698,29720,242494.0,3497132421.0,349713981.0
