日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'300761,立华股份,97.08,99.17,88.0,88.0,90.15,6.93,7.6872,36.5346,15081487,1429030093.97,39208670400.0,4007462400.0
2019-03-11,'300761,立华股份,90.15,92.45,85.0,89.99,87.54,2.61,2.9815,22.0524,9103223,813976724.72,36409782000.0,3721392000.0
2019-03-08,'300761,立华股份,87.54,91.68,83.0,84.0,88.91,-1.37,-1.5409,29.2366,12068878,1064487864.68,35355655200.0,3613651200.0
2019-03-07,'300761,立华股份,88.91,95.6,85.58,86.45,88.25,0.66,0.7479,35.0718,14477624,1292834935.49,35908970800.0,3670204800.0
2019-03-06,'300761,立华股份,88.25,90.25,85.88,86.4,87.78,0.47,0.5354,25.8488,10670403,937121849.16,35642410000.0,3642960000.0
2019-03-05,'300761,立华股份,87.78,90.9,85.92,87.0,91.28,-3.5,-3.8344,31.1463,12857199,1132681028.8,35452586400.0,3623558400.0
2019-03-04,'300761,立华股份,91.28,93.68,86.68,90.98,85.89,5.39,6.2755,34.6271,14294066,1285753319.61,36866166400.0,3768038400.0
2019-03-01,'300761,立华股份,85.89,85.89,80.0,80.0,78.08,7.81,10.0026,37.5131,15485401,1284311507.02,34689253200.0,3545539200.0
2019-02-28,'300761,立华股份,78.08,80.94,76.2,78.0,74.6,3.48,4.6649,38.7882,16011780,1250259005.97,31534950400.0,3223142400.0
2019-02-27,'300761,立华股份,74.6,78.99,72.22,77.0,74.88,-0.28,-0.3739,51.2697,21164117,1590813918.87,30129448000.0,3079488000.0
2019-02-26,'300761,立华股份,74.88,74.88,69.51,73.5,68.07,6.81,10.0044,59.4334,24534115,1772137117.32,30242534400.0,3091046400.0
2019-02-25,'300761,立华股份,68.07,68.07,68.07,68.07,61.88,6.19,10.0032,1.0546,435346,29634002.22,27492111600.0,2809929600.0
2019-02-22,'300761,立华股份,61.88,61.88,61.88,61.88,56.25,5.63,10.0089,0.8092,334049,20670952.12,24992094400.0,2554406400.0
2019-02-21,'300761,立华股份,56.25,56.25,56.25,56.25,51.14,5.11,9.9922,0.2758,113844,6403725.0,22718250000.0,2322000000.0
2019-02-20,'300761,立华股份,51.14,51.14,51.14,51.14,46.49,4.65,10.0022,0.1337,55205,2823183.7,20654423200.0,2111059200.0
2019-02-19,'300761,立华股份,46.49,46.49,46.49,46.49,42.26,4.23,10.0095,0.0581,23975,1114597.75,18776381200.0,1919107200.0
2019-02-18,'300761,N立华,42.26,42.26,35.22,35.22,29.35,12.91,43.9864,0.1053,43486,1835522.68,17067968800.0,1744492800.0
