日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'300757,罗博特科,68.5,69.65,66.9,67.88,67.8,0.7,1.0324,16.4079,3281582,224857480.27,5480000000.0,1370000000.0
2019-03-11,'300757,罗博特科,67.8,68.9,63.81,64.0,66.24,1.56,2.3551,18.0228,3604558,237325033.86,5424000000.0,1356000000.0
2019-03-08,'300757,罗博特科,66.24,72.6,66.24,71.75,73.6,-7.36,-10.0,26.43,5285994,368993043.29,5299200000.0,1324800000.0
2019-03-07,'300757,罗博特科,73.6,75.67,68.22,70.17,71.18,2.42,3.3998,32.1385,6427699,468244675.59,5888000000.0,1472000000.0
2019-03-06,'300757,罗博特科,71.18,73.66,70.38,71.0,70.22,0.96,1.3671,24.9964,4999281,359147858.19,5694400000.0,1423600000.0
2019-03-05,'300757,罗博特科,70.22,70.6,69.4,70.31,70.99,-0.77,-1.0847,16.9605,3392102,237460236.32,5617600000.0,1404400000.0
2019-03-04,'300757,罗博特科,70.99,72.48,68.0,68.0,68.4,2.59,3.7865,25.3907,5078148,355806720.24,5679200000.0,1419800000.0
2019-03-01,'300757,罗博特科,68.4,69.79,67.5,68.52,67.89,0.51,0.7512,16.2087,3241733,222251567.36,5472000000.0,1368000000.0
2019-02-28,'300757,罗博特科,67.89,68.79,66.1,66.84,67.62,0.27,0.3993,16.5634,3312688,224427488.44,5431200000.0,1357800000.0
2019-02-27,'300757,罗博特科,67.62,72.95,67.01,71.0,71.8,-4.18,-5.8217,33.2338,6646761,460178061.93,5409600000.0,1352400000.0
2019-02-26,'300757,罗博特科,71.8,74.93,71.48,73.8,74.8,-3.0,-4.0107,26.136,5227192,381905644.93,5744000000.0,1436000000.0
2019-02-25,'300757,罗博特科,74.8,75.42,70.19,71.0,70.79,4.01,5.6646,28.1728,5634554,411953341.14,5984000000.0,1496000000.0
2019-02-22,'300757,罗博特科,70.79,72.18,70.07,70.07,71.4,-0.61,-0.8543,24.9453,4989067,354842826.54,5663200000.0,1415800000.0
2019-02-21,'300757,罗博特科,71.4,75.64,70.37,75.01,76.39,-4.99,-6.5323,32.811,6562196,479044178.81,5712000000.0,1428000000.0
2019-02-20,'300757,罗博特科,76.39,79.68,75.3,78.0,76.13,0.26,0.3415,28.0234,5604680,434929089.25,6111200000.0,1527800000.0
2019-02-19,'300757,罗博特科,76.13,78.52,72.8,73.5,73.38,2.75,3.7476,32.2565,6451296,490058976.5,6090400000.0,1522600000.0
2019-02-18,'300757,罗博特科,73.38,73.57,70.0,71.66,72.08,1.3,1.8036,23.774,4754793,342777071.11,5870400000.0,1467600000.0
2019-02-15,'300757,罗博特科,72.08,74.79,72.08,73.14,74.1,-2.02,-2.726,18.2258,3645167,267414946.86,5766400000.0,1441600000.0
2019-02-14,'300757,罗博特科,74.1,75.47,73.58,74.21,75.98,-1.88,-2.4743,21.0702,4214047,313333488.22,5928000000.0,1482000000.0
2019-02-13,'300757,罗博特科,75.98,76.49,73.89,74.61,74.6,1.38,1.8499,24.6293,4925859,370976566.97,6078400000.0,1519600000.0
2019-02-12,'300757,罗博特科,74.6,76.78,72.11,74.96,73.74,0.86,1.1663,33.6765,6735296,503920188.29,5968000000.0,1492000000.0
2019-02-11,'300757,罗博特科,73.74,75.39,69.34,70.3,69.33,4.41,6.3609,32.2007,6440139,466420990.39,5899200000.0,1474800000.0
2019-02-01,'300757,罗博特科,69.33,74.5,68.88,70.87,71.35,-2.02,-2.8311,35.2389,7047777,502752383.67,5546400000.0,1386600000.0
2019-01-31,'300757,罗博特科,71.35,73.85,64.49,66.55,68.16,3.19,4.6802,41.9732,8394643,570888510.13,5708000000.0,1427000000.0
2019-01-30,'300757,罗博特科,68.16,73.48,67.98,71.0,66.8,1.36,2.0359,47.8267,9565331,682510522.03,5452800000.0,1363200000.0
2019-01-29,'300757,罗博特科,66.8,67.48,62.08,66.1,67.7,-0.9,-1.3294,33.381,6676207,437170157.85,5344000000.0,1336000000.0
2019-01-28,'300757,罗博特科,67.7,69.5,63.56,64.86,63.62,4.08,6.4131,39.2858,7857166,522291284.03,5416000000.0,1354000000.0
2019-01-25,'300757,罗博特科,63.62,68.68,62.09,62.58,62.8,0.82,1.3057,38.0487,7609739,494956886.5,5089600000.0,1272400000.0
2019-01-24,'300757,罗博特科,62.8,65.3,62.01,65.0,66.4,-3.6,-5.4217,32.9253,6585064,419578394.55,5024000000.0,1256000000.0
2019-01-23,'300757,罗博特科,66.4,66.4,62.78,64.8,65.59,0.81,1.2349,36.6307,7326147,473202546.03,5312000000.0,1328000000.0
2019-01-22,'300757,罗博特科,65.59,67.3,62.65,63.15,63.85,1.74,2.7251,41.7269,8345386,541053907.88,5247200000.0,1311800000.0
2019-01-21,'300757,罗博特科,63.85,66.0,62.66,64.98,63.27,0.58,0.9167,50.9478,10189569,653990147.62,5108000000.0,1277000000.0
2019-01-18,'300757,罗博特科,63.27,63.27,60.85,61.0,57.52,5.75,9.9965,51.4906,10298126,643647585.69,5061600000.0,1265400000.0
2019-01-17,'300757,罗博特科,57.52,59.9,55.33,55.79,55.02,2.5,4.5438,68.8051,13761022,786470043.2,4601600000.0,1150400000.0
2019-01-16,'300757,罗博特科,55.02,55.02,55.02,55.02,50.02,5.0,9.996,1.2222,244445,13449363.9,4401600000.0,1100400000.0
2019-01-15,'300757,罗博特科,50.02,50.02,50.02,50.02,45.47,4.55,10.0066,1.2939,258774,12943875.48,4001600000.0,1000400000.0
2019-01-14,'300757,罗博特科,45.47,45.47,45.47,45.47,41.34,4.13,9.9903,0.8168,163359,7427933.73,3637600000.0,909400000.0
2019-01-11,'300757,罗博特科,41.34,41.34,41.34,41.34,37.58,3.76,10.0053,0.2538,50751,2098046.34,3307200000.0,826800000.0
2019-01-10,'300757,罗博特科,37.58,37.58,37.58,37.58,34.16,3.42,10.0117,0.0925,18500,695230.0,3006400000.0,751600000.0
2019-01-09,'300757,罗博特科,34.16,34.16,34.16,34.16,31.05,3.11,10.0161,0.0325,6500,222040.0,2732800000.0,683200000.0
2019-01-08,'300757,N罗博,31.05,31.05,25.87,25.87,21.56,9.49,44.0167,0.1345,26900,830842.0,2484000000.0,621000000.0
