日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-02-01,'601975,ST长油,2.09,2.09,2.04,2.05,2.05,0.04,1.9512,2.3741,45073028,93084195.0,10498906050.2,3967973590.13
2019-01-31,'601975,ST长油,2.05,2.12,2.04,2.08,2.09,-0.04,-1.9139,3.1115,59073401,122774063.0,10297970049.2,3892031511.85
2019-01-30,'601975,ST长油,2.09,2.15,2.05,2.07,2.11,-0.02,-0.9479,3.0567,58033597,122054033.0,10498906050.2,3967973590.13
2019-01-29,'601975,ST长油,2.11,2.22,2.11,2.21,2.22,-0.11,-4.955,4.5239,85888441,183084066.0,10599374050.6,4005944629.27
2019-01-28,'601975,ST长油,2.22,2.35,2.21,2.33,2.33,-0.11,-4.721,4.6572,88419241,199970393.0,11151948053.3,4214785344.54
2019-01-25,'601975,ST长油,2.33,2.43,2.31,2.42,2.42,-0.09,-3.719,4.5191,85797737,202256092.0,11704522055.9,4423626059.81
2019-01-24,'601975,ST长油,2.42,2.47,2.42,2.46,2.44,-0.02,-0.8197,2.463,46761892,113953152.0,12156628058.1,4594495735.94
2019-01-23,'601975,ST长油,2.44,2.47,2.43,2.44,2.45,-0.01,-0.4082,2.2144,42041636,102845351.0,12257096058.6,4632466775.08
2019-01-22,'601975,ST长油,2.45,2.5,2.43,2.45,2.48,-0.03,-1.2097,3.5126,66688036,164207965.0,12307330058.8,4651452294.65
2019-01-21,'601975,ST长油,2.48,2.54,2.38,2.42,2.42,0.06,2.4793,6.014,114178378,282004670.0,12458032059.5,4708408853.36
2019-01-18,'601975,ST长油,2.42,2.54,2.42,2.51,2.53,-0.11,-4.3478,6.3558,120668757,296323189.0,12156628058.1,4594495735.94
2019-01-17,'601975,ST长油,2.53,2.62,2.52,2.6,2.59,-0.06,-2.3166,4.6379,88052665,224245290.0,12709202060.7,4803336451.21
2019-01-16,'601975,ST长油,2.59,2.64,2.52,2.52,2.57,0.02,0.7782,4.8968,92968713,240284733.0,13010606062.2,4917249568.63
2019-01-15,'601975,ST长油,2.57,2.7,2.57,2.69,2.71,-0.14,-5.1661,9.304,176641350,460283807.0,12910138061.7,4879278529.49
2019-01-14,'601975,ST长油,2.71,2.82,2.69,2.69,2.83,-0.12,-4.2403,13.2805,252136983,683749327.0,13613414065.0,5145075803.47
2019-01-11,'601975,ST长油,2.83,2.83,2.83,2.83,2.98,-0.15,-5.0336,0.1777,3373000,9545590.0,14216222067.9,5372902038.31
2019-01-10,'601975,ST长油,2.98,2.98,2.98,2.98,3.14,-0.16,-5.0955,0.1378,2615400,7793892.0,14969732071.5,5657684831.86
2019-01-09,'601975,ST长油,3.14,3.14,3.14,3.14,3.31,-0.17,-5.136,0.4604,8741500,27448310.0,15773476075.4,5961453144.98
2019-01-08,'601975,ST长油,3.31,3.38,2.66,2.81,4.31,-1.0,-23.2019,9.4992,180346386,571113768.0,16627454079.4,6284206977.67
