日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'603739,蔚蓝生物,37.2,37.6,35.68,36.22,36.22,0.98,2.7057,32.9272,12731961,468477590.0,5753612400.0,1438412400.0
2019-03-11,'603739,蔚蓝生物,36.22,36.5,34.35,35.99,36.55,-0.33,-0.9029,30.3573,11738253,418046167.0,5602038740.0,1400518740.0
2019-03-08,'603739,蔚蓝生物,36.55,39.65,36.55,38.98,40.61,-4.06,-9.9975,39.1089,15122223,579057393.0,5653078850.0,1413278850.0
2019-03-07,'603739,蔚蓝生物,40.61,40.61,36.02,36.25,36.92,3.69,9.9946,53.9168,20848002,815337732.0,6281026870.0,1570266870.0
2019-03-06,'603739,蔚蓝生物,36.92,38.5,35.8,36.28,35.43,1.49,4.2055,45.5959,17630574,655072503.0,5710305640.0,1427585640.0
2019-03-05,'603739,蔚蓝生物,35.43,35.5,34.6,34.85,35.8,-0.37,-1.0335,27.2052,10519436,368889340.0,5479851810.0,1369971810.0
2019-03-04,'603739,蔚蓝生物,35.8,37.3,35.13,35.4,35.59,0.21,0.5901,35.3559,13671062,492188582.0,5537078600.0,1384278600.0
2019-03-01,'603739,蔚蓝生物,35.59,35.89,34.29,34.3,34.61,0.98,2.8316,24.0539,9300924,327121072.0,5504598530.0,1376158530.0
2019-02-28,'603739,蔚蓝生物,34.61,36.5,34.34,34.5,35.82,-1.21,-3.378,30.446,11772546,413047518.0,5353024870.0,1338264870.0
2019-02-27,'603739,蔚蓝生物,35.82,40.8,35.2,39.0,38.01,-2.19,-5.7616,57.4483,22213534,838483146.0,5540171940.0,1385051940.0
2019-02-26,'603739,蔚蓝生物,38.01,38.01,33.9,34.26,34.55,3.46,10.0145,44.1016,17052762,625218269.0,5878892670.0,1469732670.0
2019-02-25,'603739,蔚蓝生物,34.55,34.67,32.75,32.97,32.97,1.58,4.7922,34.7631,13441854,455963403.0,5343744850.0,1335944850.0
2019-02-22,'603739,蔚蓝生物,32.97,33.5,32.58,33.22,33.73,-0.76,-2.2532,24.4792,9465369,312553027.0,5099370990.0,1274850990.0
2019-02-21,'603739,蔚蓝生物,33.73,33.9,32.56,33.2,34.22,-0.49,-1.4319,36.224,14006731,464999597.0,5216917910.0,1304237910.0
2019-02-20,'603739,蔚蓝生物,34.22,37.0,33.5,36.49,35.95,-1.73,-4.8122,42.0348,16253577,573273424.0,5292704740.0,1323184740.0
2019-02-19,'603739,蔚蓝生物,35.95,37.6,35.1,35.67,36.15,-0.2,-0.5533,47.5679,18393077,667632862.0,5560278650.0,1390078650.0
2019-02-18,'603739,蔚蓝生物,36.15,36.35,33.6,34.62,35.13,1.02,2.9035,48.0072,18562943,650570296.0,5591212050.0,1397812050.0
2019-02-15,'603739,蔚蓝生物,35.13,36.98,33.51,33.66,34.11,1.02,2.9903,53.2197,20578474,725923093.0,5433451710.0,1358371710.0
2019-02-14,'603739,蔚蓝生物,34.11,34.78,32.79,33.34,34.74,-0.63,-1.8135,45.6811,17663527,596471761.0,5275691370.0,1318931370.0
2019-02-13,'603739,蔚蓝生物,34.74,35.3,32.42,32.83,33.44,1.3,3.8876,60.2929,23313464,790057772.0,5373131580.0,1343291580.0
2019-02-12,'603739,蔚蓝生物,33.44,38.43,33.18,38.43,34.94,-1.5,-4.2931,75.317,29122841,1058567513.0,5172064480.0,1293024480.0
2019-02-11,'603739,蔚蓝生物,34.94,34.94,33.5,33.98,31.76,3.18,10.0126,25.4813,9852856,338605103.0,5404064980.0,1351024980.0
2019-02-01,'603739,蔚蓝生物,31.76,31.76,29.38,29.8,28.87,2.89,10.0104,41.7352,16137756,489738339.0,4912223920.0,1228063920.0
2019-01-31,'603739,蔚蓝生物,28.87,29.26,27.08,29.03,30.09,-1.22,-4.0545,44.3411,17145364,477726737.0,4465236290.0,1116316290.0
2019-01-30,'603739,蔚蓝生物,30.09,32.5,30.09,30.37,33.43,-3.34,-9.991,46.5333,17993043,557450398.0,4653930030.0,1163490030.0
2019-01-29,'603739,蔚蓝生物,33.43,34.55,31.94,31.94,31.45,1.98,6.2957,77.2982,29888899,983996276.0,5170517810.0,1292637810.0
2019-01-28,'603739,蔚蓝生物,31.45,31.45,31.45,31.45,28.59,2.86,10.0035,5.1971,2009562,63200725.0,4864277150.0,1216077150.0
2019-01-25,'603739,蔚蓝生物,28.59,28.59,28.59,28.59,25.99,2.6,10.0038,0.6291,243271,6955118.0,4421929530.0,1105489530.0
2019-01-24,'603739,蔚蓝生物,25.99,25.99,25.99,25.99,23.63,2.36,9.9873,0.3819,147667,3837865.0,4019795330.0,1004955330.0
2019-01-23,'603739,蔚蓝生物,23.63,23.63,23.63,23.63,21.48,2.15,10.0093,0.7458,288379,6814396.0,3654781210.0,913701210.0
2019-01-22,'603739,蔚蓝生物,21.48,21.48,21.48,21.48,19.53,1.95,9.9846,0.6923,267695,5750089.0,3322247160.0,830567160.0
2019-01-21,'603739,蔚蓝生物,19.53,19.53,19.53,19.53,17.75,1.78,10.0282,0.1875,72513,1416179.0,3020646510.0,755166510.0
2019-01-18,'603739,蔚蓝生物,17.75,17.75,17.75,17.75,16.14,1.61,9.9752,0.1409,54500,967375.0,2745339250.0,686339250.0
2019-01-17,'603739,蔚蓝生物,16.14,16.14,16.14,16.14,14.67,1.47,10.0204,0.0887,34279,553263.0,2496325380.0,624085380.0
2019-01-16,'603739,N蔚蓝,14.67,14.67,14.67,14.67,10.19,4.48,43.9647,0.1395,53933,791197.0,2268964890.0,567244890.0
