日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-03-12,'002942,新农股份,35.32,35.94,34.63,34.63,34.63,0.69,1.9925,20.0125,6003749,211551334.51,4238400000.0,1059600000.0
2019-03-11,'002942,新农股份,34.63,34.69,33.33,33.63,33.87,0.76,2.2439,17.1853,5155603,175744425.66,4155600000.0,1038900000.0
2019-03-08,'002942,新农股份,33.87,36.94,33.87,36.13,37.63,-3.76,-9.992,30.892,9267598,330738864.44,4064400000.0,1016100000.0
2019-03-07,'002942,新农股份,37.63,39.5,35.3,35.79,36.45,1.18,3.2373,43.6997,13109902,489335425.61,4515600000.0,1128900000.0
2019-03-06,'002942,新农股份,36.45,36.7,34.15,34.6,34.6,1.85,5.3468,40.5734,12172028,434261828.52,4374000000.0,1093500000.0
2019-03-05,'002942,新农股份,34.6,34.67,33.6,34.35,34.68,-0.08,-0.2307,18.3758,5512731,187964870.92,4152000000.0,1038000000.0
2019-03-04,'002942,新农股份,34.68,35.47,34.15,34.2,34.33,0.35,1.0195,25.596,7678789,266997885.71,4161600000.0,1040400000.0
2019-03-01,'002942,新农股份,34.33,34.49,33.43,34.15,33.97,0.36,1.0598,16.9211,5076324,172643168.38,4119600000.0,1029900000.0
2019-02-28,'002942,新农股份,33.97,35.4,33.71,34.78,35.33,-1.36,-3.8494,21.4957,6448715,223041495.03,4076400000.0,1019100000.0
2019-02-27,'002942,新农股份,35.33,35.88,34.4,35.1,35.6,-0.27,-0.7584,29.5141,8854219,310732572.92,4239600000.0,1059900000.0
2019-02-26,'002942,新农股份,35.6,36.58,33.73,34.48,34.19,1.41,4.124,44.5523,13365693,472270839.32,4272000000.0,1068000000.0
2019-02-25,'002942,新农股份,34.19,34.22,32.54,32.71,32.71,1.48,4.5246,28.8071,8642120,289552524.93,4102800000.0,1025700000.0
2019-02-22,'002942,新农股份,32.71,32.95,32.02,32.45,32.65,0.06,0.1838,17.1548,5146434,168007123.75,3925200000.0,981300000.0
2019-02-21,'002942,新农股份,32.65,33.48,31.5,33.0,34.07,-1.42,-4.1679,28.5378,8561338,279953766.68,3918000000.0,979500000.0
