æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-04 1.0520 1.4585 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-03-01 1.0517 1.4582 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-28 1.0515 1.4580 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-27 1.0515 1.4580 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-26 1.0518 1.4583 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-25 1.0521 1.4586 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0518 1.4583 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0514 1.4579 0.05% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-20 1.0509 1.4574 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-19 1.0507 1.4572 -0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-18 1.0508 1.4573 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-15 1.0507 1.4572 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-14 1.0507 1.4572 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-13 1.0505 1.4570 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-12 1.0502 1.4567 0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-11 1.0493 1.4558 0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-01 1.0484 1.4549 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-31 1.0478 1.4543 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-30 1.0475 1.4540 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-29 1.0475 1.4540 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-28 1.0472 1.4537 -0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-25 1.0478 1.4543 0.08% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-24 1.0470 1.4535 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 1.0468 1.4533 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
