æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-04 1.0909 1.0909 0.24% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-03-01 1.0883 1.0883 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-28 1.0876 1.0876 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-27 1.0867 1.0867 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-26 1.0862 1.0862 -0.28% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-25 1.0893 1.0893 0.26% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0865 1.0865 0.18% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0846 1.0846 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-20 1.0847 1.0847 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-19 1.0837 1.0837 -0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.0846 1.0846 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 1.0836 1.0836 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-14 1.0829 1.0829 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-13 1.0824 1.0824 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-12 1.0820 1.0820 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-11 1.0814 1.0814 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 1.0809 1.0809 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-31 1.0797 1.0797 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-30 1.0794 1.0794 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-29 1.0794 1.0794 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-28 1.0792 1.0792 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 1.0795 1.0795 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-24 1.0796 1.0796 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 1.0797 1.0797 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-22 1.0799 1.0799 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-21 1.0801 1.0801 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 1.0800 1.0800 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-17 1.0799 1.0799 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-16 1.0794 1.0794 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-15 1.0789 1.0789 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 1.0791 1.0791 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 1.0791 1.0791 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 1.0789 1.0789 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
