æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-02-15 1.0304 1.0304 0 
2019-02-01 1.0304 1.0304 0 
2019-01-25 1.0304 1.0304 0 
2019-01-18 1.0304 1.0304 0 
2019-01-11 1.0266 1.0266 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-10 1.0266 1.0266 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-09 1.0264 1.0264 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-08 1.0262 1.0262 0.05% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-07 1.0257 1.0257 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-04 1.0251 1.0251 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-03 1.0249 1.0249 0.05% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-02 1.0244 1.0244 0.12% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-31 1.0244 1.0244 0 
2018-12-28 1.0232 1.0232 0.10% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-27 1.0222 1.0222 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-26 1.0220 1.0220 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-25 1.0218 1.0218 -0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-24 1.0219 1.0219 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-21 1.0217 1.0217 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-20 1.0213 1.0213 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-19 1.0213 1.0213 0 
2018-12-14 1.0212 1.0212 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-13 1.0213 1.0213 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-12 1.0215 1.0215 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-11 1.0214 1.0214 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 1.0213 1.0213 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 1.0210 1.0210 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-06 1.0209 1.0209 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-05 1.0208 1.0208 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-04 1.0206 1.0206 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-03 1.0203 1.0203 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-30 1.0201 1.0201 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-29 1.0199 1.0199 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-28 1.0198 1.0198 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-27 1.0198 1.0198 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-26 1.0198 1.0198 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-23 1.0195 1.0195 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-22 1.0194 1.0194 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-21 1.0193 1.0193 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-20 1.0191 1.0191 0.50% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-19 1.0140 1.0140 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-16 1.0137 1.0137 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-15 1.0135 1.0135 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-14 1.0135 1.0135 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-13 1.0125 1.0125 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-12 1.0124 1.0124 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-09 1.0122 1.0122 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-08 1.0122 1.0122 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-07 1.0122 1.0122 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-06 1.0121 1.0121 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-05 1.0120 1.0120 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
