æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-04 1.0430 1.0630 -0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-03-01 1.0439 1.0639 -0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-28 1.0448 1.0648 -0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-27 1.0453 1.0653 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-26 1.0447 1.0647 -0.19% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-25 1.0467 1.0667 -0.13% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0481 1.0681 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0481 1.0681 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-20 1.0483 1.0683 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-19 1.0477 1.0677 -0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.0483 1.0683 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 1.0486 1.0686 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-14 1.0481 1.0681 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-13 1.0481 1.0681 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-12 1.0482 1.0682 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-11 1.0480 1.0680 0.15% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 1.0464 1.0664 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-31 1.0461 1.0661 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-30 1.0448 1.0648 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-29 1.0439 1.0639 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-28 1.0431 1.0631 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 1.0434 1.0634 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-24 1.0436 1.0636 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 1.0434 1.0634 -0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-22 1.0440 1.0640 0.08% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-21 1.0432 1.0632 -0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-18 1.0438 1.0638 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-17 1.0440 1.0640 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ √ø∑›≈…œ÷Ω0.0200‘™
2019-01-16 1.0630 1.0630 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-15 1.0618 1.0618 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 1.0621 1.0621 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 1.0621 1.0621 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 1.0621 1.0621 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-09 1.0617 1.0617 0.13% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-08 1.0603 1.0603 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 1.0590 1.0590 0.15% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 1.0574 1.0574 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-03 1.0570 1.0570 0.22% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 1.0547 1.0547 0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 1.0547 1.0547 0 
2018-12-28 1.0530 1.0530 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-27 1.0519 1.0519 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-26 1.0517 1.0517 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-25 1.0515 1.0515 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-24 1.0516 1.0516 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 1.0516 1.0516 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-20 1.0514 1.0514 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-19 1.0501 1.0501 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-18 1.0497 1.0497 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-17 1.0501 1.0501 -0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 1.0507 1.0507 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-13 1.0511 1.0511 -0.15% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-12 1.0527 1.0527 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-11 1.0528 1.0528 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 1.0528 1.0528 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
