æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-02-15 0.9745 0.9745 0 
2019-02-01 0.9745 0.9745 0 
2019-01-25 0.9575 0.9575 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-24 0.9562 0.9562 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 0.9554 0.9554 -0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-22 0.9559 0.9559 -0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-21 0.9574 0.9574 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 0.9561 0.9561 0.24% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-17 0.9538 0.9538 -0.18% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-16 0.9555 0.9555 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-15 0.9547 0.9547 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 0.9536 0.9536 -0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 0.9547 0.9547 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 0.9542 0.9542 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-09 0.9536 0.9536 0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-08 0.9521 0.9521 0.15% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 0.9507 0.9507 0.36% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 0.9473 0.9473 0.33% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-03 0.9442 0.9442 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 0.9433 0.9433 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 0.9433 0.9433 0 
2018-12-28 0.9423 0.9423 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-27 0.9418 0.9418 -0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-26 0.9425 0.9425 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-25 0.9423 0.9423 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-24 0.9424 0.9424 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 0.9420 0.9420 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-20 0.9419 0.9419 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-19 0.9423 0.9423 -0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-18 0.9436 0.9436 -0.23% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-17 0.9458 0.9458 -0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 0.9469 0.9469 -0.24% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-13 0.9492 0.9492 0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-12 0.9485 0.9485 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-11 0.9481 0.9481 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 0.9477 0.9477 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 0.9472 0.9472 0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-06 0.9457 0.9457 -0.18% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
