æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-04 1.0357 1.0357 0.99% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-03-01 1.0255 1.0255 0.21% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-28 1.0234 1.0234 0.50% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-27 1.0183 1.0183 -0.34% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-26 1.0218 1.0218 -0.42% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-25 1.0261 1.0261 1.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0154 1.0154 1.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0049 1.0049 -0.19% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-20 1.0068 1.0068 -0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-19 1.0077 1.0077 -0.61% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.0139 1.0139 1.77% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 0.9963 0.9963 -0.49% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-14 1.0012 1.0012 0.71% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-13 0.9941 0.9941 0.36% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-12 0.9905 0.9905 0.51% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-11 0.9855 0.9855 1.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 0.9755 0.9755 0.79% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-31 0.9679 0.9679 0.22% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-30 0.9658 0.9658 -0.72% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-29 0.9728 0.9728 0.36% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-28 0.9693 0.9693 -0.28% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 0.9720 0.9720 0.13% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-24 0.9707 0.9707 0.29% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 0.9679 0.9679 0.22% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-22 0.9658 0.9658 -0.30% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-21 0.9687 0.9687 0.23% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 0.9665 0.9665 0.38% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-17 0.9628 0.9628 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-16 0.9632 0.9632 0.28% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-15 0.9605 0.9605 0.65% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 0.9543 0.9543 -0.64% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 0.9604 0.9604 0.23% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 0.9582 0.9582 -0.17% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-09 0.9598 0.9598 0.20% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-08 0.9579 0.9579 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 0.9566 0.9566 0.43% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 0.9525 0.9525 0.42% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-03 0.9485 0.9485 -0.43% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 0.9526 0.9526 -0.40% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 0.9526 0.9526 0 
2018-12-28 0.9564 0.9564 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-27 0.9554 0.9554 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-26 0.9558 0.9558 -0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-25 0.9567 0.9567 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-24 0.9557 0.9557 0.18% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 0.9540 0.9540 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-20 0.9527 0.9527 -0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-19 0.9542 0.9542 -0.34% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-18 0.9575 0.9575 -0.29% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-17 0.9603 0.9603 -0.38% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 0.9640 0.9640 -0.68% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-13 0.9706 0.9706 0.53% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-12 0.9655 0.9655 0.26% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-11 0.9630 0.9630 0.22% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 0.9609 0.9609 -0.34% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 0.9642 0.9642 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-06 0.9629 0.9629 -0.92% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-05 0.9629 0.9629 0 
2018-11-30 0.9629 0.9629 0 
2018-11-28 0.9629 0.9629 0 
2018-11-23 0.9629 0.9629 0 
