æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-01 1.0291 1.0668 -0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-28 1.0307 1.0684 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-27 1.0307 1.0684 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-26 1.0307 1.0684 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-25 1.0307 1.0684 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0307 1.0684 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0305 1.0682 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-20 1.0305 1.0682 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-19 1.0305 1.0682 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.0305 1.0682 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 1.0305 1.0682 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-14 1.0301 1.0678 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-13 1.0299 1.0676 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-12 1.0297 1.0674 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-11 1.0293 1.0670 0.11% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-01 1.0282 1.0659 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-31 1.0279 1.0656 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-30 1.0273 1.0650 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-29 1.0269 1.0646 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-28 1.0266 1.0643 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-25 1.0260 1.0637 -0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-24 1.0261 1.0638 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-23 1.0261 1.0638 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-22 1.0261 1.0638 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-21 1.0260 1.0637 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-18 1.0260 1.0637 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-17 1.0259 1.0636 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-16 1.0256 1.0633 0.08% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-15 1.0248 1.0625 -0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-14 1.0250 1.0627 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-01-11 1.0249 1.0626 0.27% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 1.0221 1.0598 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-09 1.0221 1.0598 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-08 1.0221 1.0598 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 1.0221 1.0598 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 1.0221 1.0598 0.30% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-03 1.0190 1.0567 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 1.0190 1.0567 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 1.0190 1.0567 0 
2018-12-28 1.0190 1.0567 0.15% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-27 1.0344 1.0551 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-26 1.0344 1.0551 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-25 1.0344 1.0551 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-24 1.0344 1.0551 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 1.0344 1.0551 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-20 1.0345 1.0552 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-19 1.0345 1.0552 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-18 1.0345 1.0552 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-17 1.0345 1.0552 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 1.0345 1.0552 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-13 1.0341 1.0548 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-12 1.0341 1.0548 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-11 1.0341 1.0548 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 1.0341 1.0548 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 1.0341 1.0548 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-06 1.0327 1.0534 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-05 1.0327 1.0534 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-04 1.0327 1.0534 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-03 1.0327 1.0534 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-30 1.0327 1.0534 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-29 1.0330 1.0537 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-28 1.0330 1.0537 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-27 1.0330 1.0537 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-26 1.0330 1.0537 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-23 1.0330 1.0537 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-22 1.0319 1.0526 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-21 1.0319 1.0526 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-20 1.0319 1.0526 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-19 1.0319 1.0526 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-16 1.0319 1.0526 0.22% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-15 1.0296 1.0503 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-14 1.0296 1.0503 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-13 1.0296 1.0503 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-12 1.0296 1.0503 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-09 1.0296 1.0503 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-08 1.0285 1.0492 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-07 1.0285 1.0492 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-06 1.0285 1.0492 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-05 1.0285 1.0492 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-02 1.0285 1.0492 0.13% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-01 1.0272 1.0479 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-31 1.0272 1.0479 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-30 1.0272 1.0479 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-29 1.0272 1.0479 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-26 1.0272 1.0479 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-25 1.0262 1.0469 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-24 1.0262 1.0469 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-23 1.0262 1.0469 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-22 1.0262 1.0469 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-19 1.0262 1.0469 0.13% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-18 1.0249 1.0456 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-17 1.0249 1.0456 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-16 1.0249 1.0456 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-15 1.0249 1.0456 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-12 1.0249 1.0456 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-10-11 1.0245 1.0452 0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-10-10 1.0236 1.0443 0.07% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-10-09 1.0229 1.0436 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-10-08 1.0227 1.0434 0.13% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-09-28 1.0214 1.0421 0.16% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-27 1.0198 1.0405 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-26 1.0198 1.0405 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-25 1.0198 1.0405 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-21 1.0198 1.0405 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-20 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-19 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-18 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-17 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-14 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-13 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-12 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-11 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-10 1.0188 1.0395 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-07 1.0188 1.0395 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-06 1.0189 1.0396 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-05 1.0189 1.0396 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-04 1.0186 1.0393 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-03 1.0186 1.0393 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-31 1.0186 1.0393 0.06% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-30 1.0180 1.0387 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-29 1.0180 1.0387 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-28 1.0180 1.0387 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-27 1.0180 1.0387 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-24 1.0180 1.0387 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-23 1.0172 1.0379 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-22 1.0172 1.0379 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-21 1.0172 1.0379 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-20 1.0172 1.0379 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-17 1.0172 1.0379 -0.21% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-16 1.0193 1.0400 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-15 1.0193 1.0400 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-14 1.0193 1.0400 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-13 1.0193 1.0400 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-10 1.0193 1.0400 -0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-09 1.0200 1.0407 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-08 1.0200 1.0407 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-07 1.0200 1.0407 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-06 1.0200 1.0407 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-03 1.0200 1.0407 0.45% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-02 1.0154 1.0361 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-01 1.0154 1.0361 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-31 1.0154 1.0361 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-30 1.0154 1.0361 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-27 1.0154 1.0361 0.24% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-26 1.0130 1.0337 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-25 1.0130 1.0337 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-24 1.0130 1.0337 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-23 1.0130 1.0337 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-20 1.0130 1.0337 0.27% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-19 1.0103 1.0310 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-18 1.0103 1.0310 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-17 1.0103 1.0310 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-16 1.0103 1.0310 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-13 1.0103 1.0310 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-12 1.0098 1.0305 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-11 1.0098 1.0305 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-10 1.0098 1.0305 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-09 1.0098 1.0305 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-06 1.0098 1.0305 0.19% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-05 1.0079 1.0286 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-04 1.0079 1.0286 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-03 1.0079 1.0286 0.12% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-07-02 1.0067 1.0274 0.16% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-06-30 1.0067 1.0274 0 
2018-06-29 1.0051 1.0258 0.13% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-06-28 1.0038 1.0245 0.08% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-06-27 1.0030 1.0237 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-06-26 1.0027 1.0234 0.11% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-25 1.0016 1.0223 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-22 1.0016 1.0223 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ √ø∑›≈…œ÷Ω0.0207‘™
2018-06-21 1.0215 1.0215 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-20 1.0215 1.0215 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-19 1.0215 1.0215 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-15 1.0215 1.0215 0.08% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-14 1.0207 1.0207 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-13 1.0207 1.0207 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-12 1.0207 1.0207 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-11 1.0207 1.0207 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-08 1.0207 1.0207 0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-07 1.0200 1.0200 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
