æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-04 1.0320 1.0854 -0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-03-01 1.0323 1.0857 -0.05% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-28 1.0328 1.0862 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-27 1.0327 1.0861 -0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-26 1.0336 1.0870 -0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-25 1.0345 1.0879 0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2019-02-22 1.0344 1.0878 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-21 1.0345 1.0879 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-20 1.0345 1.0879 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-19 1.0343 1.0877 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.0346 1.0880 0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 1.0339 1.0873 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-14 1.0336 1.0870 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-13 1.0332 1.0866 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-12 1.0329 1.0863 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-11 1.0325 1.0859 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 1.0313 1.0847 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-31 1.0310 1.0844 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-30 1.0307 1.0841 0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-29 1.0305 1.0839 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-28 1.0305 1.0839 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 1.0304 1.0838 0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-24 1.0303 1.0837 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-23 1.0303 1.0837 -0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-22 1.0306 1.0840 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-21 1.0306 1.0840 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 1.0303 1.0837 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-17 1.0299 1.0833 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-16 1.0296 1.0830 0.03% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-15 1.0293 1.0827 -0.02% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 1.0295 1.0829 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 1.0295 1.0829 0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-10 1.0291 1.0825 0.07% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-09 1.0284 1.0818 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-08 1.0275 1.0809 0.09% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 1.0266 1.0800 0.14% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 1.0252 1.0786 0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-03 1.0242 1.0776 0.12% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 1.0230 1.0764 0.17% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 1.0230 1.0764 0 
