æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-02-25 1.1085 1.1085 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-18 1.1068 1.1068 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-11 1.1044 1.1044 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-28 1.1021 1.1021 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-21 1.1015 1.1015 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-14 1.1033 1.1033 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-07 1.1017 1.1017 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-02 1.0989 1.0989 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 1.0905 1.0905 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-24 1.0686 1.0686 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-17 1.0587 1.0587 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-10 1.0648 1.0648 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-03 1.0441 1.0441 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-26 1.0335 1.0335 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-19 1.0422 1.0422 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-12 1.0322 1.0322 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-05 1.0360 1.0360 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-29 1.0299 1.0299 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-22 1.0286 1.0286 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-15 1.0286 1.0286 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-08 1.0288 1.0288 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-25 1.0293 1.0293 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-17 1.0288 1.0288 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-10 1.0296 1.0296 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-03 1.0300 1.0300 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-27 1.0304 1.0304 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-20 1.0302 1.0302 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-15 1.0318 1.0318 0.00% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-14 1.0318 1.0318 0.05% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-13 1.0313 1.0313 -0.04% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-10 1.0317 1.0317 -0.10% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
