æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-02-22 0.9678 0.9678 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 0.9554 0.9554 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 0.9430 0.9430 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 0.9347 0.9347 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 0.9336 0.9336 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 0.9249 0.9249 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 0.9160 0.9160 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 0.9123 0.9123 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-28 0.9123 0.9123 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 0.9174 0.9174 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 0.9364 0.9364 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 0.9286 0.9286 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-30 0.9285 0.9285 0.30% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-11-29 0.9257 0.9257 -0.97% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-11-28 0.9348 0.9348 0.85% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-11-27 0.9269 0.9269 0.49% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-11-26 0.9224 0.9224 -0.38% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-11-23 0.9259 0.9259 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-16 0.9406 0.9406 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-09 0.9197 0.9197 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-02 0.9245 0.9245 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-26 0.9028 0.9028 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-19 0.8884 0.8884 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-12 0.9023 0.9023 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-28 0.9383 0.9383 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-21 0.9428 0.9428 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-14 0.9250 0.9250 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
