æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-01 0.9863 0.9863 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 0.9832 0.9832 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 0.9790 0.9790 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 0.9757 0.9757 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 0.9748 0.9748 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 0.9720 0.9720 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 0.9719 0.9719 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 0.9656 0.9656 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 0.9639 0.9639 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-28 0.9636 0.9636 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 0.9627 0.9627 -0.01% ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-20 0.9628 0.9628 0.00% ø™∑≈…Íπ∫ ‘›Õ£ Íªÿ
2018-12-19 0.9628 0.9628 -0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-18 0.9629 0.9629 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-17 0.9627 0.9627 -0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-14 0.9629 0.9629 -0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-12-13 0.9635 0.9635 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 0.9621 0.9621 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-30 0.9610 0.9610 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-23 0.9582 0.9582 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-16 0.9678 0.9678 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-09 0.9568 0.9568 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-02 0.9701 0.9701 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
