æª÷µ»’∆⁄ µ•Œªæª÷µ ¿€º∆æª÷µ »’‘ˆ≥§¬  …Íπ∫◊¥Ã¨  Íªÿ◊¥Ã¨ ∑÷∫ÏÀÕ≈‰
2019-03-01 1.0119 1.0469 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-22 1.0132 1.0482 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-15 1.0119 1.0469 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-02-01 1.0080 1.0430 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-25 1.0080 1.0430 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-18 1.0225 1.0575 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-11 1.0322 1.0672 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2019-01-04 1.0287 1.0637 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-31 1.0253 1.0603 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-28 1.0249 1.0599 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-21 1.0235 1.0585 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-14 1.0228 1.0578 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-12-07 1.0223 1.0573 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-30 1.0165 1.0515 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-23 1.0168 1.0518 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-16 1.0147 1.0497 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-09 1.0056 1.0406 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-11-02 1.0018 1.0368 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-26 1.0013 1.0363 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-19 1.0071 1.0421 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-10-12 1.0133 1.0483 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-28 1.0103 1.0453 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-21 1.0094 1.0444 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-14 1.0095 1.0445 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-09-07 1.0095 1.0445 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-31 1.0101 1.0451 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-08-24 1.0109 1.0459 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-23 1.0107 1.0457 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-22 1.0105 1.0455 -0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-21 1.0109 1.0459 -0.01% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-20 1.0110 1.0460 -0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-17 1.0116 1.0466 -0.05% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-16 1.0121 1.0471 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-15 1.0121 1.0471 0.00% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-14 1.0121 1.0471 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-13 1.0117 1.0467 -0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-10 1.0123 1.0473 -0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-09 1.0126 1.0476 -0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-08 1.0130 1.0480 0.02% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-07 1.0128 1.0478 0.03% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-06 1.0125 1.0475 0.04% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-03 1.0121 1.0471 0.10% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-02 1.0111 1.0461 0.09% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-08-01 1.0102 1.0452 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-07-31 1.0096 1.0446 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-07-30 1.0090 1.0440 0.06% ø™∑≈…Íπ∫ ø™∑≈ Íªÿ
2018-07-27 1.0084 1.0434 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-20 1.0061 1.0411 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-13 1.0032 1.0382 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-07-10 -- √ø∑›≈…œ÷Ω0.0350‘™
2018-07-06 1.0372 1.0372 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-30 1.0335 1.0335 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-29 1.0334 1.0334 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
2018-06-22 1.0322 1.0322 -- ‘›Õ£…Íπ∫ ‘›Õ£ Íªÿ
